bird;tweet;s2_animal_1.wav
cat;meow;s2_animal_2.wav
dog;bark;s2_animal_3.wav
monkey;scream;s2_animal_4.wav
sheep;bleat;s2_animal_5.wav
monkey;scream;s2_animal_6.wav
bird;tweet;s2_animal_7.wav
chicken;crow;s2_animal_8.wav
cat;meow;s2_animal_9.wav
chicken;crow;s2_animal_10.wav
pig;oink;s2_animal_11.wav
monkey;scream;s2_animal_12.wav
pig;oink;s2_animal_13.wav
cow;moo;s2_animal_14.wav
sheep;bleat;s2_animal_15.wav
dog;bark;s2_animal_16.wav
dog;bark;s2_animal_17.wav
dog;bark;s2_animal_18.wav
duck;quack;s2_animal_19.wav
chicken;crow;s2_animal_20.wav
bird;tweet;s2_animal_21.wav
insect;buzz;s2_animal_22.wav
dog;bark;s2_animal_23.wav
goat;bleat;s2_animal_24.wav
duck;quack;s2_animal_25.wav
chicken;crow;s2_animal_26.wav
sheep;bleat;s2_animal_27.wav
dog;bark;s2_animal_28.wav
cat;meow;s2_animal_29.wav
bird;tweet;s2_animal_30.wav
pig;oink;s2_animal_31.wav
horse;neigh;s2_animal_32.wav
monkey;scream;s2_animal_33.wav
duck;quack;s2_animal_34.wav
cow;moo;s2_animal_35.wav
chicken;crow;s2_animal_36.wav
wolf;howl;s2_animal_37.wav
dog;bark;s2_animal_38.wav
dog;bark;s2_animal_39.wav
bird;tweet;s2_animal_40.wav
bird;tweet;s2_animal_41.wav
bird;tweet;s2_animal_42.wav
monkey;scream;s2_animal_43.wav
monkey;scream;s2_animal_44.wav
monkey;scream;s2_animal_45.wav
duck;crow;s2_animal_46.wav
bird;tweet;s2_animal_47.wav
chicken;crow;s2_animal_48.wav
piano;music;s2_music_1.wav
organ;music;s2_music_2.wav
percussion;music;s2_music_3.wav
guitar;music;s2_music_4.wav
harmonica;music;s2_music_5.wav
violin;music;s2_music_6.wav
drum;music;s2_music_7.wav
guitar;music;s2_music_8.wav
harp;music;s2_music_9.wav
drum;music;s2_music_10.wav
drum;music;s2_music_11.wav
guitar;music;s2_music_12.wav
guitar;music;s2_music_13.wav
guitar;music;s2_music_14.wav
drum;music;s2_music_15.wav
guitar;music;s2_music_16.wav
piano;music;s2_music_17.wav
synthesizer;music;s2_music_18.wav
clarinet;music;s2_music_19.wav
trumpet;music;s2_music_20.wav
trumpet;music;s2_music_21.wav
trumpet;music;s2_music_22.wav
bass;music;s2_music_23.wav
synthesizer;music;s2_music_24.wav
chimes;music;s2_music_25.wav
organ;music;s2_music_26.wav
synthesizer;music;s2_music_27.wav
sitar;music;s2_music_28.wav
bells;music;s2_music_29.wav
drum;music;s2_music_30.wav
bagpipe;music;s2_music_31.wav
flute;music;s2_music_32.wav
ensamble;music;s2_music_33.wav
clarinet;music;s2_music_34.wav
flute;music;s2_music_35.wav
piano;music;s2_music_36.wav
piano;music;s2_music_37.wav
bass;music;s2_music_38.wav
harmonica;music;s2_music_39.wav
percussion;music;s2_music_40.wav
accordion;music;s2_music_41.wav
flute;music;s2_music_42.wav
clarinet;music;s2_music_43.wav
piano;music;s2_music_44.wav
trumpet;music;s2_music_45.wav
flute;music;s2_music_46.wav
guitar;music;s2_music_47.wav
guitar;music;s2_music_48.wav
rain;patter;s2_nature_1.wav
rain;patter;s2_nature_2.wav
rain;patter;s2_nature_3.wav
ocean;roar;s2_nature_4.wav
ocean;crash;s2_nature_5.wav
ocean;ripple;s2_nature_6.wav
thunder;rumble;s2_nature_7.wav
thunder;rumble;s2_nature_8.wav
thunder;rumble;s2_nature_9.wav
rain;patter;s2_nature_10.wav
wind;rustling;s2_nature_11.wav
wind;blow;s2_nature_12.wav
wind;blow;s2_nature_13.wav
rain;patter;s2_nature_14.wav
wind;howling;s2_nature_15.wav
wind;howling;s2_nature_16.wav
rain;patter;s2_nature_17.wav
rain;patter;s2_nature_18.wav
rain;patter;s2_nature_19.wav
rain;patter;s2_nature_20.wav
ocean;murmur;s2_nature_21.wav
wind;whistle;s2_nature_22.wav
rain;patter;s2_nature_23.wav
waterfall;splash;s2_nature_24.wav
thunder;crack;s2_nature_25.wav
thunder;crak;s2_nature_26.wav
rain;patter;s2_nature_27.wav
rain;patter;s2_nature_28.wav
rain;patter;s2_nature_29.wav
rain;patter;s2_nature_30.wav
wind;whistle;s2_nature_31.wav
wind;whistle;s2_nature_32.wav
thunder;crack;s2_nature_33.wav
thunder;crack;s2_nature_34.wav
rain;water;s2_nature_35.wav
thunder;crack;s2_nature_36.wav
thunder;crack;s2_nature_37.wav
thunder;crack;s2_nature_38.wav
thunder;crack;s2_nature_39.wav
thunder;crack;s2_nature_40.wav
thunder;crack;s2_nature_41.wav
wind;whistle;s2_nature_42.wav
wind;whistle;s2_nature_43.wav
wind;whistle;s2_nature_44.wav
wind;whistle;s2_nature_45.wav
river;ripple;s2_nature_46.wav
river;ripple;s2_nature_47.wav
waves;roar;s2_nature_48.wav
woman;speech;s2_speech_1.wav
woman;speech;s2_speech_2.wav
woman;speech;s2_speech_3.wav
woman;speech;s2_speech_4.wav
woman;speech;s2_speech_5.wav
woman;speech;s2_speech_6.wav
man;speech;s2_speech_7.wav
man;speech;s2_speech_8.wav
man;speech;s2_speech_9.wav
man;speech;s2_speech_10.wav
man;speech;s2_speech_11.wav
man;speech;s2_speech_12.wav
woman;speech;s2_speech_13.wav
man;speech;s2_speech_14.wav
woman;speech;s2_speech_15.wav
man;speech;s2_speech_16.wav
man;speech;s2_speech_17.wav
woman;speech;s2_speech_18.wav
man;speech;s2_speech_19.wav
woman;speech;s2_speech_20.wav
man;speech;s2_speech_21.wav
woman;speech;s2_speech_22.wav
woman;speech;s2_speech_23.wav
man;speech;s2_speech_24.wav
woman;speech;s2_speech_25.wav
woman;speech;s2_speech_26.wav
man;speech;s2_speech_27.wav
man;speech;s2_speech_28.wav
woman;speech;s2_speech_29.wav
woman;speech;s2_speech_30.wav
man;speech;s2_speech_31.wav
woman;speech;s2_speech_32.wav
woman;speech;s2_speech_33.wav
woman;speech;s2_speech_34.wav
woman;speech;s2_speech_35.wav
man;speech;s2_speech_36.wav
woman;speech;s2_speech_37.wav
man;speech;s2_speech_38.wav
man;speech;s2_speech_39.wav
woman;speech;s2_speech_40.wav
man;speech;s2_speech_41.wav
man;speech;s2_speech_42.wav
man;speech;s2_speech_43.wav
man;speech;s2_speech_44.wav
woman;speech;s2_speech_45.wav
woman;speech;s2_speech_46.wav
man;speech;s2_speech_47.wav
man;speech;s2_speech_48.wav
paper;rustle;s2_tools_1.wav
siren;wail;s2_tools_2.wav
dice;rattle;s2_tools_3.wav
engine;roar;s2_tools_4.wav
clock;cuckoo;s2_tools_5.wav
typewriter;clack;s2_tools_6.wav
zipper;zip;s2_tools_7.wav
hammer;hammering;s2_tools_8.wav
door;slam;s2_tools_9.wav
toothbrush;scrape;s2_tools_10.wav
elastic;twang;s2_tools_11.wav
motor;roar;s2_tools_12.wav
glass;crash;s2_tools_13.wav
car;passing;s2_tools_14.wav
bell;ding;s2_tools_15.wav
bell;tinkle;s2_tools_16.wav
phone;ring;s2_tools_17.wav
dishes;shatter;s2_tools_18.wav
horn;honk;s2_tools_19.wav
elastic;twang;s2_tools_20.wav
sawing;buzz;s2_tools_21.wav
phone;ring;s2_tools_22.wav
whistle;whistle;s2_tools_23.wav
glass;clink;s2_tools_24.wav
horn;honk;s2_tools_25.wav
metal;bump;s2_tools_26.wav
keys;clink;s2_tools_27.wav
sawing;buzz;s2_tools_28.wav
horn;honk;s2_tools_29.wav
motor;roar;s2_tools_30.wav
gun;shot;s2_tools_31.wav
wood;thump;s2_tools_32.wav
firework;crackle;s2_tools_33.wav
cutting;buzz;s2_tools_34.wav
toilet;flush;s2_tools_35.wav
door;bang;s2_tools_36.wav
bottle;flow;s2_tools_37.wav
door;knock;s2_tools_38.wav
door;knock;s2_tools_39.wav
water;flow;s2_tools_40.wav
sawing;buzz;s2_tools_41.wav
keys;clink;s2_tools_42.wav
gun;shot;s2_tools_43.wav
hairdryer;buzz;s2_tools_44.wav
brush;scrape;s2_tools_45.wav
engine;roar;s2_tools_46.wav
sawing;buzz;s2_tools_47.wav
keys;cling;s2_tools_48.wav
man;uhm;s2_voice_1.wav
baby;laugh;s2_voice_2.wav
baby;cry;s2_voice_3.wav
baby;sing;s2_voice_4.wav
man;pant;s2_voice_5.wav
woman;laugh;s2_voice_6.wav
woman;laugh;s2_voice_7.wav
woman;throat;s2_voice_8.wav
man;uhm;s2_voice_9.wav
woman;sigh;s2_voice_10.wav
man;yawn;s2_voice_11.wav
baby;laugh;s2_voice_12.wav
baby;blabla;s2_voice_13.wav
baby;cry;s2_voice_14.wav
woman;laugh;s2_voice_15.wav
baby;cry;s2_voice_16.wav
woman;laugh;s2_voice_17.wav
man;humm;s2_voice_18.wav
man;humm;s2_voice_19.wav
woman;ah;s2_voice_20.wav
woman;eh;s2_voice_21.wav
woman;cough;s2_voice_22.wav
man;throat;s2_voice_23.wav
man;ah;s2_voice_24.wav
woman;ah;s2_voice_25.wav
baby;laugh;s2_voice_26.wav
man;vomit;s2_voice_27.wav
man;cheer;s2_voice_28.wav
man;humm;s2_voice_29.wav
man;cough;s2_voice_30.wav
man;humm;s2_voice_31.wav
baby;humm;s2_voice_32.wav
man;laugh;s2_voice_33.wav
baby;cry;s2_voice_34.wav
baby;cry;s2_voice_35.wav
woman;humm;s2_voice_36.wav
baby;cry;s2_voice_37.wav
woman;laugh;s2_voice_38.wav
man;vomit;s2_voice_39.wav
woman;laugh;s2_voice_40.wav
baby;cheer;s2_voice_41.wav
woman;sing;s2_voice_42.wav
baby;laugh;s2_voice_43.wav
man;sing;s2_voice_44.wav
baby;cry;s2_voice_45.wav
baby;cry;s2_voice_46.wav
man;sing;s2_voice_47.wav
woman;laugh;s2_voice_48.wav
